age,education,default,balance,housing,loan,contact,day,month,campaign,previous,poutcome,y
58,secondary,no,589,yes,no,cellular,10,feb,3,6,success,yes
38,tertiary,no,1988,no,no,cellular,2,jun,1,4,success,yes
27,secondary,no,3792,no,no,cellular,22,apr,2,0,other,yes
34,tertiary,no,0,no,no,cellular,22,jul,2,0,other,no
30,tertiary,no,1028,no,no,cellular,4,feb,2,0,other,yes
36,tertiary,no,203,no,no,cellular,23,jul,3,2,success,yes
21,secondary,no,123,no,no,telephone,12,feb,5,2,success,yes
82,primary,no,8603,no,no,cellular,22,oct,3,1,success,yes
41,secondary,no,-277,yes,no,cellular,12,may,1,0,other,no
37,secondary,no,115,no,no,cellular,13,nov,4,5,failure,no
25,secondary,no,171,yes,no,cellular,15,may,1,2,failure,no
28,tertiary,no,1,no,no,cellular,24,jul,11,0,other,no
30,secondary,no,2567,no,no,cellular,18,jun,4,0,other,yes
29,secondary,no,291,no,no,cellular,9,feb,9,0,other,no
60,primary,no,174,yes,yes,cellular,2,feb,2,1,failure,no
52,tertiary,no,2557,no,no,cellular,8,jul,1,1,other,yes
33,primary,no,0,no,no,cellular,11,aug,2,0,other,no
36,tertiary,no,495,no,no,cellular,12,mar,3,6,success,yes
28,unknown,no,0,yes,no,cellular,27,jan,1,2,success,no
36,secondary,no,376,no,no,cellular,13,nov,1,1,success,yes
54,secondary,no,548,no,no,cellular,18,aug,7,0,other,yes
40,tertiary,no,7441,no,no,cellular,31,jul,6,0,other,yes
31,secondary,yes,-158,yes,no,cellular,21,nov,2,0,other,no
33,secondary,no,165,yes,no,telephone,5,feb,3,15,other,no
54,secondary,no,1371,no,no,telephone,25,jul,2,0,other,yes
30,tertiary,no,1996,no,no,cellular,8,feb,3,1,other,yes
28,tertiary,no,874,yes,no,cellular,5,jun,1,0,other,yes
50,secondary,no,111,no,no,cellular,11,aug,3,0,other,no
44,tertiary,no,1791,no,no,telephone,12,aug,1,2,success,yes
55,secondary,no,8304,no,no,cellular,1,sep,1,1,success,yes
49,tertiary,no,271,yes,no,cellular,18,aug,4,0,other,no
48,tertiary,no,1147,no,no,cellular,3,dec,1,3,success,yes
33,tertiary,no,964,yes,no,cellular,18,may,1,3,failure,no
25,primary,no,147,yes,no,cellular,20,apr,2,2,failure,no
30,secondary,no,270,no,no,cellular,9,feb,1,0,other,yes
33,secondary,no,1968,yes,no,cellular,20,apr,3,0,other,yes
53,secondary,no,459,no,no,cellular,5,apr,1,0,other,yes
31,secondary,no,0,no,no,cellular,17,apr,3,0,other,yes
47,secondary,no,568,yes,no,cellular,12,aug,1,0,other,yes
60,secondary,no,0,no,no,cellular,9,sep,1,0,other,yes
32,tertiary,no,2016,no,no,cellular,13,apr,1,1,success,yes
34,tertiary,no,3301,yes,no,cellular,17,sep,5,6,success,yes
67,tertiary,no,701,no,no,cellular,6,aug,2,0,other,yes
37,tertiary,no,1000,yes,no,cellular,15,jun,1,1,success,yes
27,secondary,no,897,no,no,cellular,5,jun,1,0,other,yes
43,tertiary,no,240,yes,no,cellular,16,apr,1,0,other,yes
60,secondary,no,615,yes,no,cellular,29,jan,1,0,other,no
36,secondary,no,3,no,no,cellular,14,aug,2,0,other,no
52,primary,no,324,no,no,cellular,9,jul,1,0,other,no
48,tertiary,no,174,no,no,cellular,6,aug,2,0,other,no
33,tertiary,no,516,yes,no,cellular,19,nov,4,0,other,no
47,secondary,no,368,no,no,cellular,21,may,1,6,success,yes
31,tertiary,no,533,no,no,telephone,12,may,1,10,success,yes
29,secondary,no,85,yes,no,cellular,14,jul,2,0,other,no
37,tertiary,no,0,no,no,cellular,3,mar,1,0,other,yes
33,secondary,no,210,yes,no,cellular,13,may,2,0,other,yes
34,secondary,no,318,yes,no,cellular,20,apr,1,2,failure,no
35,tertiary,no,3751,yes,no,cellular,16,apr,2,0,other,no
45,tertiary,no,2671,no,no,cellular,14,aug,4,0,other,yes
59,secondary,no,106,no,no,cellular,22,may,1,0,other,yes
34,secondary,no,267,no,no,cellular,8,jul,2,0,other,yes
31,secondary,no,81,yes,no,cellular,23,apr,2,11,other,no
39,secondary,no,291,yes,no,cellular,7,may,2,0,other,yes
27,tertiary,no,3733,yes,no,cellular,22,may,1,6,success,yes
57,primary,no,9367,no,no,cellular,14,may,4,7,success,yes
26,secondary,no,26,yes,yes,cellular,15,may,1,0,other,yes
71,secondary,no,1696,no,no,cellular,6,oct,1,0,other,yes
44,secondary,no,2981,yes,yes,cellular,10,feb,2,0,other,no
28,secondary,no,39,yes,no,cellular,20,apr,1,0,other,no
60,primary,no,193,yes,no,telephone,12,may,2,0,other,no
36,secondary,no,324,yes,yes,cellular,16,jul,1,0,other,yes
75,tertiary,no,643,no,no,cellular,15,oct,2,0,other,no
29,tertiary,no,572,no,no,cellular,4,jun,1,0,other,yes
24,tertiary,no,507,no,no,cellular,3,jul,1,0,other,yes
34,secondary,no,1279,yes,no,cellular,22,jul,2,8,other,yes
36,primary,no,92,yes,no,cellular,5,jun,7,0,other,yes
28,tertiary,no,832,no,no,telephone,29,mar,3,1,failure,yes
36,tertiary,no,281,no,no,cellular,30,jan,2,1,other,no
31,tertiary,no,967,no,no,cellular,21,nov,3,0,other,no
33,primary,no,60,yes,no,cellular,14,may,1,2,failure,no
37,secondary,no,480,no,no,cellular,22,oct,2,8,other,yes
27,secondary,no,2614,no,no,cellular,8,apr,2,0,other,yes
31,tertiary,no,5,yes,yes,cellular,21,nov,1,2,failure,yes
47,unknown,yes,162,no,no,cellular,25,aug,3,0,other,yes
52,tertiary,no,3634,no,no,cellular,8,feb,8,0,other,yes
51,primary,no,1162,yes,no,cellular,25,jul,1,0,other,yes
36,tertiary,yes,36,no,no,cellular,6,aug,4,0,other,yes
64,secondary,no,4787,no,no,cellular,28,oct,1,0,other,yes
33,secondary,no,2746,yes,no,cellular,18,nov,2,0,other,no
32,secondary,no,1088,yes,no,cellular,6,apr,1,2,success,yes
28,secondary,no,4465,no,no,cellular,28,jan,1,0,other,yes
27,tertiary,no,311,no,no,telephone,2,mar,3,1,other,yes
39,tertiary,no,1425,yes,no,cellular,12,may,3,0,other,yes
66,primary,no,40,no,no,telephone,14,oct,2,0,other,yes
27,tertiary,no,75,yes,yes,cellular,5,may,1,1,failure,no
42,tertiary,no,3713,no,no,cellular,19,nov,2,0,other,yes
28,tertiary,no,0,yes,no,cellular,23,jul,4,0,other,no
35,secondary,no,52,yes,no,cellular,2,mar,4,0,other,yes
26,tertiary,no,33,no,no,cellular,23,jul,1,0,other,no
51,primary,no,0,yes,yes,cellular,25,jul,3,0,other,yes
63,tertiary,no,1795,no,no,cellular,7,sep,1,0,other,yes
34,tertiary,no,0,no,no,cellular,28,jan,2,0,other,yes
32,tertiary,no,1246,yes,no,cellular,30,apr,1,2,success,yes
45,secondary,no,1818,no,no,cellular,2,feb,1,2,other,no
57,tertiary,no,2845,yes,no,telephone,19,apr,5,0,other,yes
39,tertiary,no,271,yes,no,cellular,12,aug,1,0,other,yes
47,secondary,no,-9,no,no,cellular,14,aug,2,0,other,no
32,tertiary,no,3283,no,no,cellular,12,aug,2,2,success,yes
29,secondary,no,1238,yes,no,cellular,20,apr,1,1,failure,no
56,secondary,no,654,no,no,cellular,15,sep,1,0,other,yes
32,secondary,no,344,no,no,cellular,26,may,2,0,other,yes
51,primary,no,43,no,no,cellular,24,jul,2,0,other,no
47,secondary,no,2524,no,no,cellular,12,oct,1,0,other,yes
50,tertiary,no,463,no,yes,cellular,17,nov,3,0,other,no
27,tertiary,no,567,no,no,cellular,26,may,3,3,success,yes
33,secondary,no,682,no,no,cellular,5,feb,1,0,other,no
26,tertiary,no,1370,no,no,cellular,25,mar,1,1,other,no
45,primary,no,803,yes,no,cellular,4,may,4,0,other,yes
69,secondary,no,4572,no,no,telephone,27,oct,2,1,other,yes
63,secondary,no,1495,no,no,cellular,25,oct,1,4,other,yes
37,secondary,no,1309,yes,no,cellular,28,aug,4,0,other,no
41,secondary,no,985,yes,no,cellular,30,jun,2,11,success,yes
34,secondary,no,0,yes,yes,cellular,18,aug,16,0,other,no
26,tertiary,no,294,no,no,cellular,5,mar,1,2,success,yes
33,tertiary,no,1699,no,no,cellular,4,aug,1,0,other,yes
27,primary,no,223,no,no,cellular,26,may,1,0,other,no
39,secondary,no,1442,no,no,cellular,22,apr,3,0,other,no
23,secondary,no,794,no,no,cellular,26,jul,3,3,other,yes
28,secondary,no,1348,yes,no,cellular,6,aug,2,0,other,yes
41,unknown,no,5372,yes,no,cellular,13,jan,3,0,other,yes
29,tertiary,no,247,no,no,cellular,16,sep,2,3,failure,yes
29,tertiary,no,874,yes,no,cellular,16,sep,1,1,success,yes
38,secondary,no,3278,no,no,cellular,19,aug,14,0,other,yes
59,secondary,no,1083,no,no,cellular,20,nov,2,0,other,no
43,primary,no,4581,yes,no,cellular,20,nov,2,0,other,no
43,unknown,no,4389,no,no,telephone,2,jul,2,1,success,yes
39,secondary,no,403,yes,no,cellular,7,may,3,0,other,yes
52,tertiary,no,31,no,no,cellular,10,mar,1,0,other,yes
58,primary,no,5506,no,no,telephone,29,jul,4,0,other,no
32,secondary,no,409,no,no,cellular,9,mar,2,0,other,yes
56,secondary,no,302,no,yes,cellular,4,aug,2,0,other,no
30,secondary,no,3929,yes,no,cellular,20,nov,1,0,other,yes
41,tertiary,no,67,yes,no,cellular,19,nov,1,0,other,yes
30,primary,no,495,yes,no,cellular,17,apr,2,0,other,no
34,tertiary,no,82,no,no,cellular,31,jul,5,0,other,no
31,secondary,no,0,no,no,cellular,29,aug,2,0,other,no
50,tertiary,no,30,no,no,cellular,20,aug,2,0,other,no
33,secondary,no,133,no,no,cellular,14,jan,2,1,success,yes
37,tertiary,no,6101,no,no,cellular,6,feb,1,0,other,yes
29,tertiary,no,673,yes,no,cellular,9,feb,3,0,other,yes
58,primary,no,4605,no,no,cellular,4,aug,1,0,other,no
41,tertiary,no,431,no,no,cellular,22,oct,1,2,success,yes
31,secondary,yes,-51,no,yes,cellular,26,aug,2,0,other,no
30,secondary,no,5,no,no,cellular,17,apr,3,0,other,yes
44,secondary,no,0,no,no,cellular,30,jul,2,0,other,yes
43,primary,no,-404,yes,yes,cellular,12,may,2,1,failure,no
30,tertiary,no,0,no,yes,telephone,14,aug,3,0,other,no
38,secondary,no,-278,yes,no,cellular,28,jul,2,0,other,no
28,secondary,no,475,no,no,telephone,10,jul,2,0,other,no
28,secondary,no,2290,yes,no,cellular,18,may,1,0,other,yes
43,unknown,no,7702,no,no,cellular,22,may,1,2,success,yes
42,tertiary,no,412,yes,no,telephone,19,nov,4,5,failure,no
61,secondary,no,927,no,no,cellular,30,apr,3,0,other,yes
32,tertiary,no,0,yes,no,cellular,6,may,1,0,other,yes
32,secondary,no,133,no,no,cellular,15,apr,1,0,other,yes
38,secondary,no,0,yes,no,cellular,22,apr,1,0,other,yes
47,secondary,no,310,yes,no,cellular,29,jul,3,0,other,no
29,secondary,no,457,yes,no,cellular,20,apr,3,1,other,no
36,secondary,no,536,yes,no,cellular,8,apr,3,0,other,yes
46,tertiary,no,0,no,no,cellular,28,jan,2,0,other,yes
42,tertiary,no,2665,yes,no,cellular,4,jun,2,11,failure,yes
54,secondary,no,4943,no,no,cellular,12,aug,11,0,other,no
49,tertiary,no,261,no,no,cellular,14,jul,2,0,other,no
37,tertiary,no,108,yes,yes,cellular,4,jun,2,0,other,yes
53,secondary,no,-1601,no,yes,cellular,13,may,2,0,other,no
34,secondary,no,634,no,yes,cellular,12,may,3,0,other,yes
64,secondary,no,571,yes,no,cellular,20,apr,2,0,other,yes
48,tertiary,no,443,yes,no,cellular,8,may,2,0,other,no
33,unknown,no,1170,no,no,cellular,30,apr,1,0,other,yes
41,secondary,no,1236,yes,no,cellular,11,may,3,0,other,yes
52,secondary,no,657,no,no,telephone,7,jul,2,2,failure,yes
34,secondary,no,0,yes,no,cellular,5,aug,2,3,success,yes
50,tertiary,no,6574,no,no,cellular,8,sep,1,3,success,yes
34,tertiary,no,2646,no,no,cellular,14,apr,1,0,other,yes
49,primary,no,2316,no,no,telephone,7,aug,4,0,other,no
39,secondary,no,823,yes,yes,cellular,28,jul,2,0,other,no
54,secondary,no,200,no,no,cellular,3,jun,1,0,other,yes
45,secondary,no,10252,no,no,cellular,4,may,2,0,other,yes
78,primary,no,832,no,no,telephone,11,may,3,0,other,no
73,unknown,no,739,no,no,cellular,11,sep,1,0,other,yes
35,tertiary,no,1380,no,no,cellular,23,feb,1,0,other,yes
49,primary,no,3,no,yes,cellular,9,jul,6,0,other,yes
33,tertiary,no,12,no,no,cellular,20,aug,5,0,other,no
26,tertiary,no,401,no,no,cellular,5,may,2,0,other,yes
31,secondary,no,314,yes,no,cellular,20,nov,3,7,failure,yes
31,tertiary,no,2016,no,no,cellular,30,apr,1,0,other,yes
37,secondary,no,1970,yes,no,telephone,5,nov,1,0,other,yes
48,secondary,no,-202,yes,yes,cellular,19,nov,1,4,failure,no
37,secondary,no,1543,yes,no,cellular,12,may,4,2,success,no
30,secondary,no,-111,yes,no,cellular,5,may,1,0,other,no
42,tertiary,no,294,no,no,cellular,26,aug,1,0,other,yes
60,secondary,no,404,no,no,cellular,5,mar,2,2,failure,yes
30,tertiary,no,635,no,no,cellular,13,aug,8,0,other,yes
34,tertiary,no,2037,no,no,cellular,15,dec,2,0,other,yes
26,secondary,no,37,no,yes,cellular,28,jul,2,0,other,no
51,primary,no,726,yes,yes,cellular,15,apr,2,0,other,no
39,tertiary,no,5060,yes,no,cellular,20,aug,4,0,other,no
41,secondary,no,5517,yes,no,cellular,10,jul,1,0,other,yes
25,secondary,no,139,no,yes,cellular,11,jan,1,1,success,yes
27,primary,no,9,no,yes,cellular,9,jul,2,0,other,yes
49,secondary,no,3608,yes,no,cellular,30,apr,1,1,success,yes
31,tertiary,no,761,no,no,telephone,18,nov,2,0,other,yes
37,tertiary,no,561,no,no,cellular,18,nov,1,2,failure,no
71,secondary,no,0,no,no,cellular,26,feb,1,1,success,yes
25,tertiary,no,0,yes,no,cellular,29,apr,7,0,other,no
27,secondary,no,1820,yes,no,cellular,17,jul,1,0,other,yes
86,primary,no,1255,no,no,cellular,14,oct,2,4,success,no
31,secondary,no,2544,no,no,cellular,12,jan,1,2,success,yes
51,tertiary,no,151,yes,no,cellular,8,sep,1,3,success,yes
55,primary,no,4424,no,no,cellular,5,aug,4,0,other,no
36,tertiary,no,129,no,no,cellular,27,oct,1,0,other,yes
51,tertiary,no,4917,no,no,cellular,23,apr,1,0,other,yes
28,secondary,no,168,no,no,cellular,1,jun,3,2,success,yes
35,secondary,no,278,no,no,cellular,2,feb,1,0,other,no
59,primary,no,509,no,yes,telephone,23,jul,2,0,other,no
53,tertiary,no,50,yes,no,cellular,15,may,1,3,failure,yes
49,tertiary,no,7443,no,no,telephone,19,jun,5,2,failure,yes
25,tertiary,no,1185,no,no,cellular,7,oct,1,1,failure,yes
50,tertiary,no,1463,no,yes,cellular,16,jun,2,0,other,no
29,secondary,no,123,no,yes,cellular,22,oct,1,3,success,yes
29,tertiary,no,9407,no,no,cellular,4,may,6,0,other,yes
49,tertiary,no,561,no,no,cellular,15,jun,1,0,other,yes
45,primary,no,85,no,no,cellular,29,aug,4,0,other,no
30,tertiary,no,102,yes,no,cellular,5,apr,7,3,other,yes
30,secondary,no,12737,no,yes,cellular,19,nov,2,0,other,yes
33,secondary,no,1211,no,no,cellular,11,feb,1,1,success,yes
24,tertiary,no,0,yes,no,cellular,27,may,2,0,other,yes
30,tertiary,no,13,no,no,cellular,15,jul,3,0,other,no
44,secondary,no,733,yes,no,cellular,4,dec,2,5,success,yes
49,secondary,no,3677,yes,no,cellular,23,jul,3,0,other,no
27,tertiary,no,138,no,no,cellular,15,jun,2,0,other,yes
43,tertiary,no,423,no,no,cellular,14,aug,2,0,other,no
59,tertiary,no,883,no,no,cellular,18,sep,1,3,failure,no
52,secondary,no,992,yes,no,cellular,27,jan,1,2,success,yes
41,tertiary,no,431,no,no,cellular,23,jul,1,5,failure,yes
26,tertiary,no,2786,no,no,cellular,3,jun,2,1,success,yes
51,primary,no,805,yes,no,cellular,8,aug,4,0,other,no
25,tertiary,no,42,yes,no,cellular,3,mar,1,0,other,yes
48,secondary,no,0,no,no,cellular,19,aug,7,0,other,no
52,secondary,no,49,no,yes,telephone,8,jul,5,0,other,no
30,secondary,no,0,no,no,cellular,11,aug,5,0,other,no
36,secondary,no,148,yes,no,cellular,15,may,4,2,failure,yes
42,primary,no,145,no,no,cellular,20,aug,2,0,other,no
58,primary,no,3858,no,no,telephone,29,jul,6,0,other,no
48,secondary,no,1230,yes,no,cellular,12,nov,1,2,success,yes
44,tertiary,no,226,yes,no,cellular,17,nov,3,0,other,no
30,secondary,no,1664,yes,no,telephone,20,oct,1,0,other,yes
27,tertiary,no,2781,yes,no,cellular,24,may,1,1,failure,yes
53,primary,no,306,no,no,cellular,28,jul,3,1,success,yes
56,secondary,no,1093,no,no,cellular,7,aug,4,0,other,no
50,secondary,yes,2405,yes,no,cellular,6,may,1,8,failure,no
35,primary,no,-326,yes,yes,cellular,20,nov,2,0,other,no
32,secondary,no,118,yes,no,cellular,15,may,6,0,other,no
29,tertiary,no,451,no,no,cellular,4,may,1,1,failure,no
36,secondary,no,0,yes,no,telephone,19,nov,2,0,other,no
46,secondary,no,4646,yes,no,cellular,7,may,3,1,failure,no
34,unknown,no,1534,yes,no,cellular,16,apr,1,7,other,no
22,secondary,no,144,no,no,cellular,21,aug,1,0,other,yes
52,secondary,no,36,yes,yes,cellular,11,may,1,0,other,yes
61,secondary,no,1058,no,no,cellular,27,jul,2,3,success,yes
42,primary,no,1461,yes,no,cellular,7,may,2,3,failure,yes
40,secondary,no,4775,no,no,cellular,15,sep,1,0,other,yes
27,secondary,yes,254,yes,yes,cellular,29,jan,1,1,failure,no
38,tertiary,no,6158,yes,no,cellular,15,apr,5,9,failure,yes
41,secondary,no,1327,yes,yes,cellular,18,nov,2,2,failure,no
56,tertiary,no,616,no,no,cellular,6,feb,1,0,other,yes
33,tertiary,no,0,yes,no,cellular,14,apr,3,1,failure,yes
43,primary,no,25,no,no,cellular,12,aug,2,0,other,no
32,tertiary,no,0,yes,no,cellular,30,apr,3,0,other,yes
37,tertiary,no,4332,no,no,cellular,14,aug,2,0,other,no
30,tertiary,no,569,no,no,cellular,27,aug,12,0,other,yes
45,tertiary,no,160,no,no,cellular,10,nov,2,1,success,yes
48,tertiary,no,0,yes,yes,cellular,8,may,1,0,other,no
45,secondary,no,-183,yes,yes,cellular,28,aug,13,0,other,no
59,secondary,no,13718,no,no,telephone,7,jul,6,0,other,no
25,secondary,no,7103,yes,no,cellular,28,may,3,1,failure,yes
41,secondary,no,1141,yes,no,cellular,29,jan,1,1,failure,no
34,secondary,no,16489,yes,no,cellular,20,nov,1,0,other,no
31,secondary,no,631,yes,no,cellular,20,apr,2,2,failure,no
32,secondary,yes,-53,yes,no,cellular,16,apr,1,1,other,yes
32,tertiary,no,932,yes,no,cellular,16,apr,1,1,failure,yes
25,secondary,no,505,no,yes,cellular,17,nov,2,0,other,yes
30,secondary,no,1794,no,no,cellular,20,nov,1,0,other,yes
77,secondary,no,4112,no,no,telephone,29,jul,1,3,success,yes
55,primary,no,199,no,no,cellular,17,nov,1,0,other,no
25,secondary,no,125,no,no,cellular,9,feb,1,2,success,yes
54,primary,no,277,yes,no,cellular,19,nov,5,3,failure,no
26,tertiary,no,-3,no,no,cellular,13,apr,2,0,other,yes
76,primary,no,3324,no,no,cellular,11,feb,1,4,success,yes
34,primary,no,7279,yes,no,cellular,12,may,1,0,other,yes
25,secondary,no,0,yes,no,cellular,24,jul,9,0,other,yes
32,secondary,no,103,yes,no,cellular,17,apr,1,1,other,no
41,primary,no,2067,yes,no,cellular,15,may,7,0,other,no
25,secondary,no,325,no,no,cellular,22,oct,3,0,other,yes
33,secondary,no,-260,yes,yes,cellular,17,jul,2,0,other,no
33,secondary,no,133,no,no,cellular,12,nov,2,1,success,yes
33,tertiary,no,275,no,no,cellular,18,nov,1,0,other,no
30,tertiary,no,2995,yes,no,cellular,18,nov,1,0,other,no
39,secondary,no,399,yes,yes,cellular,14,aug,2,0,other,no
32,tertiary,no,849,yes,no,cellular,28,jul,5,0,other,no
51,secondary,no,1679,no,no,cellular,12,aug,1,9,other,yes
31,secondary,no,726,no,no,cellular,7,jul,2,0,other,yes
30,tertiary,no,330,no,no,cellular,14,apr,1,0,other,yes
37,secondary,no,111,yes,no,cellular,5,feb,2,2,failure,no
90,secondary,no,1,no,no,cellular,13,feb,3,0,other,yes
27,tertiary,no,1134,no,no,cellular,21,oct,1,4,success,yes
32,tertiary,no,8866,no,no,cellular,9,jun,2,2,success,yes
50,tertiary,no,511,yes,no,cellular,5,aug,1,0,other,no
49,secondary,no,702,no,no,telephone,22,aug,7,0,other,no
47,secondary,no,926,no,no,cellular,14,aug,1,5,success,yes
58,tertiary,no,473,no,no,cellular,18,feb,1,1,success,yes
32,secondary,no,9608,no,no,cellular,8,aug,4,0,other,no
31,secondary,no,554,yes,no,cellular,11,feb,1,1,failure,no
38,secondary,no,-104,no,no,cellular,28,aug,17,0,other,no
22,unknown,no,410,no,no,cellular,16,nov,1,0,other,no
35,secondary,no,262,no,no,cellular,15,sep,1,6,failure,yes
76,primary,no,3324,no,no,cellular,13,nov,1,3,success,yes
36,secondary,no,1655,yes,no,cellular,18,nov,2,0,other,no
34,tertiary,no,0,no,no,cellular,30,jul,1,2,success,yes
54,secondary,no,224,no,no,cellular,5,aug,2,0,other,no
42,secondary,no,0,no,no,cellular,21,jul,2,0,other,no
58,tertiary,no,4152,yes,no,telephone,14,nov,1,0,other,yes
30,secondary,no,-346,yes,yes,cellular,22,jul,1,0,other,no
30,tertiary,no,502,no,yes,cellular,18,jul,1,0,other,yes
45,tertiary,no,1,no,no,cellular,6,aug,2,0,other,yes
32,tertiary,no,769,no,no,cellular,29,aug,2,0,other,yes
34,secondary,no,255,no,yes,telephone,17,jul,10,0,other,no
22,tertiary,no,691,no,no,cellular,30,nov,5,1,success,yes
42,secondary,no,1080,yes,yes,cellular,13,may,3,4,failure,yes
44,primary,no,237,yes,no,cellular,25,jul,1,0,other,no
46,tertiary,no,1375,yes,no,cellular,17,nov,3,0,other,no
34,tertiary,no,13014,no,no,cellular,12,feb,1,1,success,yes
39,tertiary,no,763,no,no,cellular,22,feb,1,1,failure,yes
25,tertiary,no,343,no,no,cellular,1,jun,1,0,other,yes
32,secondary,no,3993,no,no,cellular,22,may,2,0,other,yes
26,secondary,no,0,no,no,cellular,29,jul,23,0,other,no
56,secondary,no,212,no,yes,telephone,17,jul,1,0,other,no
31,tertiary,no,358,yes,no,cellular,30,jan,3,51,failure,no
49,primary,no,6188,no,no,cellular,18,nov,1,0,other,yes
52,tertiary,no,7135,no,no,cellular,19,aug,3,0,other,yes
33,secondary,no,344,yes,no,cellular,20,aug,4,0,other,no
40,primary,no,332,yes,no,cellular,12,may,2,3,failure,no
25,secondary,no,1871,no,no,cellular,4,jun,1,0,other,yes
59,tertiary,no,0,yes,yes,cellular,20,apr,1,0,other,yes
30,tertiary,no,655,no,no,cellular,26,apr,1,2,success,yes
57,secondary,no,2120,no,no,cellular,19,aug,4,0,other,yes
35,secondary,no,545,yes,no,cellular,16,apr,1,4,failure,yes
30,tertiary,no,0,no,no,cellular,19,aug,2,0,other,no
44,tertiary,no,643,no,no,cellular,26,may,3,0,other,no
75,secondary,no,291,no,no,cellular,12,aug,1,2,success,yes
48,secondary,no,292,no,no,cellular,30,apr,1,1,success,yes
28,secondary,no,-127,yes,no,cellular,4,jul,3,0,other,yes
31,tertiary,no,0,yes,yes,cellular,28,jul,8,0,other,yes
48,tertiary,no,5473,no,no,cellular,24,feb,2,2,success,yes
44,primary,no,10,yes,no,cellular,17,jul,1,0,other,no
33,tertiary,no,1636,yes,no,cellular,27,feb,1,0,other,yes
77,secondary,no,3417,no,no,cellular,12,nov,1,0,other,yes
28,tertiary,no,5474,no,no,cellular,28,jul,5,0,other,yes
49,secondary,no,1314,no,no,cellular,14,aug,14,0,other,yes
57,secondary,no,7554,no,no,telephone,28,oct,1,0,other,yes
34,tertiary,no,417,yes,no,cellular,5,aug,1,15,failure,yes
41,secondary,no,5060,no,no,cellular,4,may,1,3,success,yes
53,secondary,no,2398,yes,no,cellular,3,feb,1,1,success,no
30,secondary,no,48,yes,no,cellular,31,jul,13,0,other,yes
27,tertiary,no,0,no,yes,cellular,28,jul,4,0,other,no
72,secondary,no,0,no,no,cellular,29,oct,3,0,other,yes
34,tertiary,no,421,no,no,cellular,11,aug,3,0,other,no
48,tertiary,no,2351,no,no,cellular,15,sep,1,3,success,yes
45,tertiary,no,4831,no,no,cellular,29,jan,11,0,other,yes
26,tertiary,no,0,no,yes,telephone,1,jul,4,0,other,yes
63,secondary,no,18016,no,no,cellular,7,jul,1,0,other,yes
42,secondary,no,-422,no,no,cellular,9,jul,1,0,other,no
37,unknown,no,444,no,no,cellular,4,may,5,0,other,yes
64,primary,no,48,no,no,cellular,9,sep,3,1,success,yes
35,secondary,no,746,no,yes,cellular,27,jan,1,0,other,no
36,secondary,yes,-487,yes,no,cellular,17,apr,1,0,other,yes
51,tertiary,no,2635,no,no,cellular,1,sep,1,2,failure,yes
35,secondary,no,198,no,no,cellular,27,aug,13,0,other,no
30,tertiary,no,54,yes,yes,cellular,19,nov,1,3,failure,no
35,secondary,no,-402,yes,no,cellular,17,apr,1,0,other,no
35,primary,no,0,yes,no,cellular,30,jul,2,0,other,no
51,secondary,no,122,no,yes,cellular,6,aug,2,0,other,no
47,secondary,no,1981,yes,no,cellular,21,jul,2,0,other,yes
49,secondary,no,1230,yes,yes,cellular,15,may,2,3,failure,no
51,secondary,no,117,no,no,cellular,18,feb,2,0,other,yes
44,secondary,no,2776,yes,no,cellular,27,jan,1,0,other,yes
32,secondary,no,758,yes,no,cellular,14,apr,1,0,other,no
29,primary,no,5,no,no,cellular,3,jun,1,0,other,yes
62,secondary,no,4562,yes,no,cellular,3,mar,1,0,other,yes
33,unknown,yes,-274,yes,yes,cellular,17,apr,2,2,failure,yes
38,secondary,no,0,yes,no,telephone,20,apr,1,5,success,yes
71,tertiary,no,383,no,no,cellular,27,apr,3,0,other,yes
25,secondary,no,0,no,yes,cellular,8,jul,1,0,other,yes
43,secondary,no,184,no,yes,cellular,16,jul,11,0,other,yes
37,secondary,no,456,no,yes,telephone,10,jul,6,0,other,no
44,secondary,no,133,no,no,cellular,29,jan,3,0,other,no
29,secondary,no,-19,yes,no,cellular,20,apr,4,0,other,yes
50,unknown,no,2065,no,no,cellular,12,aug,2,0,other,no
27,secondary,no,302,no,no,cellular,3,jul,1,0,other,yes
27,secondary,no,6036,no,no,cellular,31,mar,1,1,failure,yes
28,primary,no,236,no,no,cellular,4,may,1,3,failure,yes
43,primary,no,-97,yes,yes,cellular,31,jul,4,0,other,no
40,secondary,no,169,yes,no,cellular,20,apr,1,1,failure,no
57,secondary,no,4597,yes,no,cellular,14,aug,4,0,other,no
66,primary,no,3629,no,no,cellular,2,feb,1,2,other,yes
45,tertiary,no,1416,yes,yes,cellular,19,nov,1,0,other,no
27,tertiary,no,32,no,no,cellular,3,feb,1,0,other,no
37,tertiary,no,29,no,no,cellular,14,may,2,2,other,yes
32,tertiary,no,222,no,yes,cellular,15,jul,4,0,other,yes
33,tertiary,no,2360,yes,no,cellular,20,nov,1,0,other,no
34,tertiary,no,1228,no,no,cellular,5,feb,8,0,other,yes
54,tertiary,no,214,yes,no,cellular,18,nov,1,0,other,no
18,unknown,no,108,no,no,cellular,9,feb,1,1,success,yes
32,tertiary,no,819,yes,no,cellular,20,apr,2,0,other,yes
35,tertiary,no,1133,yes,no,cellular,3,nov,1,0,other,yes
